债券代码,发行人,是否违约,违约、展期日期,是否有担保,企业性质,是否上市公司,所属行业（Wind),主营业务收入（百万元）,毛利率,净利率,ROE,ROA,主营业务比率,ROIC,EBITDA/营业总收入,经营活动净收益/利润总额,销售商品提供劳务收到的现金/营业收入,经营活动产生的现金流量净额/营业收入,净利润现金含量,资产负债率,长期资本负债率,流动资产/总资产,流动负债/负债合计,流动比率,速动比率,现金比率,现金到期债务比,现金流量利息保障倍数,息税折旧摊销前利润/负债,经营活动产生的现金流量净额/带息债务,经营活动产生的现金流量净额/净债务,非筹资性现金净流量与负债总额的比率,已获利息倍数(EBIT/利息费用),长期债务与营运资金比率,长期负债占比,EBITDA/带息债务,EBITDA/利息费用,货币资金/短期债务,营业周期,存货周转率,应收账款周转率,应付账款周转率,现金周转率,营业利润(同比增长率),营业收入(同比增长率),净资产(同比增长率),总负债(同比增长率),现金净流量(同比增长率),货币资金增长率,Z值,审计意见类别,大股东持股比例,实际控制人属性,估价收益率(%)(中债),估价凸性(中债),最新未使用授信额度,对外担保余额,所属省市,注册资本,有息负债,短期借款,长期借款,应付债券,取得借款流入的现金,一年内到期的非流动负债
2280250.IB,上海金桥(集团)有限公司,0,2022/6/16,0,地方国有企业,0,综合类行业,5724.201511,58.2521,24.9311,7.9808,4.3128,100.4563838,1.7778,42.30794512,90.8483,117.77,-34.08,-271.4596833,71.0704,60.17962102,53.595,64.1641,1.1753,0.6407,0.501747176,-17.95430658,-3.7626796,0.0591,-0.082145688,-0.1367,-12.26782838,5.8776,3.1862,32.67210865,0.10199019,6.264556243,0.872679192,2111.9051,0.1719,20.3801,1.33658391,112.3295784,30.3146,21.5189,17.04221485,23.30138494,138.285723,99.26850026,0.633344112,标准无保留意见,100,地方国资委,0,0,249.6,92700,上海市,40.72860065,237.4534301,6150.689345,6816.484074,5992.326926,185.9707407,47.13431383
102281046.IB,西安航天城投资发展集团有限公司,0,2022/6/16,0,地方国有企业,0,建筑与工程,1880.113295,9.6204,20.2982,1.3609,1.5474,104.6767953,0.2991,57.2200288,-70.9127,170.21,-342.78,-3837.78687,68.9627,70.83093731,77.9001,36.4994,3.0948,2.0146,0.428261478,-68.94107539,-3.72839154,0.0236,-0.180885107,-0.2261,-21.15196374,3.0133,0.8305,62.3123634,0.030194867,2.266697527,0.762432532,3928.7703,0.0942,3.3609,1.064507235,42.14639522,-58.3076,-26.8297,-6.524105552,21.47194305,-98.8878693,-10.29019376,1.009126036,标准无保留意见,100,地方国资委,0,0,40.625702,57331.99,西安市,55,356.2861767,2767.267255,13413.70289,12570.13333,109.9007762,65.8084093
102281272.IB,浙江省能源集团有限公司,0,2022/6/16,0,地方国有企业,0,复合型公用事业,136430.6239,4.5373,2.1409,4.3398,2.7587,93.94867427,1.471,13.99702945,-112.0376,111.77,3.94,143.6276416,54.4339,52.75860227,19.183,39.4972,0.8922,0.7901,0.272303637,24.05250766,1.29218575,0.1181,0.045346031,0.0519,-4.740832999,1.9526,0,57.7564703,0.161759626,4.72132318,0.573820802,61.0613,20.9692,8.2017,8.079824518,937.5105526,-67.1898,27.5356,3.455905905,12.54254585,-307.2403037,-19.40506587,1.316553384,标准无保留意见,90,地方国资委,0,0,2387.88,76771.67,杭州市,100,1184.270845,11244.99624,64513.17343,28505.61997,598.8747596,97.8797957
012282104.IB,上海豫园旅游商城(集团)股份有限公司,0,2022/6/16,0,民营企业,1,服装、服饰与奢侈品,51063.10895,24.1209,7.6898,11.4773,4.9764,99.85695481,4.1546,14.01046901,49.1191,102.86,-13.47,-178.1368468,68.2399,50.62603681,59.7642,60.8409,1.4395,0.4767,0.240860285,-46.6652196,-5.435457461,0.0797,-0.134409387,-0.179,-12.41496015,5.5058,1.4645,33.59456275,0.139824045,6.495320608,0.676934735,444.9286,0.8302,31.8639,4.78360509,420.085084,-1.0186,12.1506,-2.529119314,24.29633309,-96.731153,-19.65392468,1.239102413,标准无保留意见,26.30999947,个人;其他,0,0,251.8634,662663.06,上海市,38.99930914,511.6559938,6166.699472,23110.07746,7025.434,172.798092,85.46667934
032280535.IB,安吉县城西北开发有限公司,0,2022/6/16,1,地方国有企业,0,建筑与工程,993.1682593,19.2286,21.1736,2.778,1.6191,100,1.2441,43.45203571,17.9937,101.4,90.04,425.2653819,58.5931,49.24811439,61.1615,31.4252,3.3216,0.3171,0.186781093,40.4990418,8.193901707,0.0398,0.096823615,0.104,6.914495541,3.5625,0.9399,68.57477241,0.046723608,5.152706784,0.288388731,4545.8119,0.0821,2.2372,36.41038126,171.7985576,37.9023,31.9378,2.598319934,-0.166995677,-197.0711467,-51.15439343,1.13022516,标准无保留意见,100,地方政府,0,0,1.71,417479.67,湖州市,3.8,92.36269357,290,2387.95,4640.14616,10.3645,19.18173197
072210085.IB,国开证券股份有限公司,0,2022/6/16,0,中央国有企业,0,投资银行业与经纪业,1067.333734,0,20.9513,1.5102,0,76.20382738,0,0,18.6574,0,291.81,1287.280635,61.6095,0,0,0,0,0,0,0,0,0,0.409021632,0,3.981871737,0,0,15.57811459,0,0,1121.703773,0,0,0,0,32.27797253,26.8155,-38.5299,1.966342272,-7.232637243,-248.5913811,-40.75766079,0,标准无保留意见,80,0,0,0,474.2,0,北京市,95,76.14597047,0,0,4063.043812,0,0
032280547.IB,泰州高教投资发展有限公司,0,2022/6/16,1,地方国有企业,0,建筑与工程,1000.529276,17.0031,10.2473,1.0595,0.6366,99.88925279,0.5303,30.62509453,13.6215,40.56,23.03,224.3920015,55.6949,39.0820515,54.9493,48.9645,2.015,1.8148,0.26500194,4.575964001,13.72696939,0.0251,0.023915228,0.0286,13.1583894,9.255,1.0269,48.29167366,0.031803095,19.66968016,0.315200017,1758.7791,0.818,0.273,7.405256637,55.80204081,33.997,-9.8233,0.798870483,-10.58688623,-161.9685999,-48.60875257,0.936077973,标准无保留意见,100,地方国资委,0,0,13.6,496400,泰州市,50.15,96.34692296,1103.256528,1262.6,3853.640909,56.70269,34.15194859
194667.SH,如东县东泰社会发展投资有限责任公司,0,2022/6/15,0,地方国有企业,0,综合类行业,5805.197101,11.3542,10.627,1.253,0.9678,99.49844594,0.6168,22.23900403,-0.5425,84,-89.41,-868.8047572,54.7639,36.62861313,69.2783,56.441,2.2413,1.1661,0.323435312,-22.5057148,-14.35998413,0.0196,-0.121941282,-0.1681,-2.639203548,4.3234,0.6217,40.05207839,0.030331396,4.952050224,0.507153274,146.0387,0,2.4651,13.87141379,97.3083518,14.6714,12.502,8.105958488,5.295340951,127.3814207,16.92398966,1.093974429,标准无保留意见,100,地方政府,0,0,113.64,1818928.01,南通市,8.5,425.6375196,2664.967316,11816.89,11681.81518,172.9818817,164.0007947
194641.SH,西安曲江大明宫投资(集团)有限公司,0,2022/6/15,1,地方国有企业,0,建筑与工程,4561.539753,10.3006,1.889,1.8449,1.2562,99.79447182,0.3919,8.123972265,52.8406,30.24,-45.85,-2385.1229,82.2234,68.62427997,99.2876,58.2015,2.0747,1.4223,0.077022766,-33.36439597,-11.75458928,0.0145,-0.124103583,-0.1331,-8.963066978,2.3325,0.6682,41.44643847,0.021991014,2.42777678,0.182620508,1270.4358,0.496,0.661,2.980828891,223.2902492,13.9422,21.3764,5.496877362,25.53275858,-634.0119747,-61.50673046,0.952409185,标准无保留意见,69.76000214,地方国资委,0,0,3.797398,402918.17,西安市,41.441906,168.5134763,1584.44097,8173.250862,2410,78.23348872,46.83655797
2289125.IB,瑞福德汽车金融有限公司,0,2022/6/15,0,地方国有企业,0,其他多元金融服务,1287.063049,0,33.9845,14.6744,0,98.38290807,0,0,98.3907,0,0.37,1.074736335,86.0242,0,0,0,0,0,0,0,0,0,0.000245334,0,-0.021241201,0,0,35.39682148,0,0,0,0,0,0,0,45.58577554,34.1354,-7.1645,15.74937087,31.98886792,347.4411479,0,0,标准无保留意见,50,0,0,0,61.6,0,合肥市,20,191.6126349,0,0,6968.264,0,0
194530.SH,苏州鑫狮城市发展有限公司,0,2022/6/15,1,地方国有企业,0,建筑与工程,381.4356198,16.1926,1.6989,0.1004,1.3067,110.1099644,0.0216,71.11136685,-531.2721,104.55,30.53,5366.494819,69.7803,64.05701147,57.3462,35.7776,2.297,1.5369,0.240734988,7.495459863,0.947218303,0.0333,0.017868497,0.02,-1.778815977,1.2207,1.384,60.72430189,0.041625823,2.338447125,0.451312181,2478.5724,0.1493,5.3476,7.37343068,63.45304166,214.515,51.1754,111.0336298,6.11293628,-31.29901682,39.88297861,0.72131243,标准无保留意见,0,0,0,0,2.6,172428,苏州市,26.2,65.16245559,818.1898069,4941.2098,0,27.74353805,7.352240698
2280253.IB,厦门轨道建设发展集团有限公司,0,2022/6/15,0,地方国有企业,0,公路与铁路,964.7986123,-142.4898,62.8228,1.0203,0.7129,99.95764255,0.5694,137.5866086,-272.3352,132.83,131.64,209.2351831,48.3118,46.38658473,12.7613,7.4466,3.5472,2.9223,2.047723379,11247.18831,5.144931082,0.0233,0.02779202,0.0341,-18.60268365,4.944,4.8795,92.45282905,0.02904763,8.425717595,752.752543,462.6676,0.9625,4.0613,0.868235059,13.31719763,258.6158,62.4107,4.810641663,33.63913573,500.616147,41.91672661,0.842865985,标准无保留意见,88.48999786,地方国资委,0,0,457.7,4600,厦门市,300,456.9851945,0,29297.74,16395.23425,151.5,0.012921924
194690.SH,山东宏河控股集团有限公司,0,2022/6/15,1,地方国有企业,0,综合类行业,4562.855079,23.0658,8.1386,5.8719,4.8212,101.0020855,3.5804,17.59207402,83.8718,94.07,4.18,52.88968074,52.8607,23.25827613,60.024,73.4429,1.5461,1.3257,0.436640053,6.678402635,1.079975476,0.1112,0.052464066,0.1444,4.713842749,4.5944,0.6621,26.55445291,0.220855769,5.819565954,0.810463967,175.8458,3.2505,5.5305,6.06760423,324.108904,69.252,17.1055,6.150920631,9.251776417,-126.0041115,45.84291478,1.4859963,标准无保留意见,100,地方国资委,0,0,3.36,80181.24,邹城市,16,36.3450249,1438,150,1533.126827,15.88,5.131854385
194732.SH,遵义市新蒲发展集团有限责任公司,0,2022/6/15,1,地方国有企业,0,建筑与工程,3494.2117,16.5592,16.1493,3.8254,2.0517,100.4273616,2.0977,0,51.4266,101.92,8.43,52.08556861,56.8033,31.26686464,63.5001,65.4011,1.7093,0.5773,0.014508066,5.222097951,17.14818954,0,0.026200671,0.0267,-6.856346779,55.236,0.7459,34.15657354,0,0,0.034767475,2018.0892,0.197,1.888,1.47752359,0,42.5479,29.9018,13.52741839,4.073610072,-205.3621856,-72.80059481,1.022021748,标准无保留意见,0,0,0,0,14.663,160890.01,遵义市,25,112.429028,936.18,5284.8843,424.1515,43.291956,45.97687
2289128.IB,福特汽车金融(中国)有限公司,0,2022/6/15,0,外商独资企业,0,其他多元金融服务,931.031146,0,30.6778,4.7363,0,99.99299956,0,0,96.1787,0,-636.62,-2075.185246,81.086,0,0,0,0,0,0,0,0,0,-0.238893805,0,-23.14535694,0,0,46.27383754,0,0,0,0,0,0,0,54.3720004,-13.3754,2.324,-1.307713787,40.805618,601.8101307,0,0,标准无保留意见,100,0,0,0,83.35,0,上海市,37.6,248.1077008,0,0,11884.5022,0,0
102281262.IB,连云港市金融控股集团有限公司,0,2022/6/15,0,地方国有企业,0,资产管理与托管银行,1418.537283,58.9924,22.4192,2.0316,2.838,100.0252076,1.826,55.69492902,64.703,646.05,-80.85,-360.6428578,47.1325,30.01062665,33.2843,51.9046,1.3605,1.3601,0.968991174,-55.64678116,-3.369778304,0.0686,-0.255044516,-0.3616,-11.39057903,2.3937,2.57,28.8820478,0.17569296,2.438347711,0.643101924,148.332,202.017,2.4565,324.775171,98.17861113,23.9382,33.9083,-29.74890249,-2.486904348,-3686.726672,-15.92198357,1.035884777,标准无保留意见,100,地方国资委,0,0,47.34,213000,连云港市,49.8869,44.96784236,1221,132.73,2301.983333,33.5446,8.4
2280256.IB,重庆渝垫国有资产经营集团有限公司,0,2022/6/15,0,地方国有企业,0,建筑与工程,1488.562258,29.9156,15.1564,1.2323,1.1266,101.2731482,0.7143,23.71047208,92.2852,96.67,-22.52,-181.9720918,43.9795,39.15140722,76.2381,19.2748,8.9936,0.6687,0.400630917,-33.85070147,-16.13004272,0.0289,-0.032797712,-0.0359,-6.080038329,22.9135,0.5239,79.8402264,0.03455015,26.79155618,0.89675803,6577.5621,0.055,11.2123,6.603274982,171.407886,31.9802,27.7066,5.178012892,10.47428115,-406.866296,-9.065592512,1.717115211,标准无保留意见,86.61000061,地方国资委,0,0,12.3,30000,重庆市,5.773263,102.2303446,70.45,7629.74,1602.791686,13.5927,9.20052774
012282092.IB,江西省港航建设投资集团有限公司,0,2022/6/15,0,地方国有企业,0,建筑与工程,741.3285021,31.6505,10.3764,1.1259,1.1411,88.72757739,0.4853,51.26030495,-44.3974,120.6,59.04,527.5084721,60.9517,51.69895674,8.9982,32.788,0.4503,0.4478,0.277215411,21.80580464,3.344037089,0.0319,0.046277469,0.0523,-24.16372163,1.8493,0,67.09658833,0.040176396,3.317291455,0.539508399,79.2194,51.1857,4.9871,1.03195701,42.85115965,-23.7835,-26.9031,3.311402633,16.60831808,-184.6222398,-56.50886327,0.380694968,标准无保留意见,100,地方政府,0,0,173.43,0,南昌市,34.84083498,94.58470293,1303.273194,6210.816822,1334.380277,42.60986222,6.1
102281253.IB,上海城投公路投资(集团)有限公司,0,2022/6/15,0,地方国有企业,0,公路与铁路,3862.892187,26.5193,13.0626,0.3866,0.4686,98.98405987,0.3207,69.28153049,68.395,97.02,78.86,604.6137113,32.5374,26.43849606,5.6633,25.4903,0.6828,0.6823,0.292072527,327.275996,5.899054109,0.0375,0.336805889,0.8171,-3.998157531,2.4349,0,74.43948154,0.295899915,6.529488172,5.711841076,11.6333,100.6628,44.6819,0.467843472,61.75410774,3215.359,41.3425,31.46158504,-23.93506362,-1704.690966,-26.09844051,1.237185056,标准无保留意见,100,地方国资委,0,0,295.18,0,上海市,453.7537018,90.44513681,861.4932805,5153.181223,3000,95.58671954,0.288353792
102281265.IB,吉安市新庐陵投资发展有限公司,0,2022/6/15,1,地方国有企业,0,建筑与工程,1592.658361,10.4862,2.6778,0.3098,0.2891,103.6663776,0.197,9.340195857,15.1285,43.52,42.65,1535.570559,45.6339,31.4113458,80.0571,45.6608,3.8421,1.9563,0.855731989,34.50650802,5054.873245,0.0123,0.083984935,0.2012,-2.726732921,0,0.4187,52.22695513,0.018393227,0,2.393584375,3419.98,0.132,0.5197,5.51187167,40.0742046,-16.884,125.8581,0.413943649,29.96404371,68.54861715,42.55961753,1.562734164,标准无保留意见,100,地方国资委,0,0,28.145,507300,吉安市,10,80.87618702,0,2137,3980.719745,4.0441674,19.68434848
032280540.IB,无锡市梁溪经济发展投资集团有限公司,0,2022/6/15,0,地方国有企业,0,综合类行业,295.3389136,37.2891,5.5056,0.141,0.1112,131.0884871,0.0488,9.034658555,83.8544,101.06,313.85,16644.58349,69.3434,56.34911718,71.8345,44.0143,2.3536,1.3685,0.63537248,27.18094576,0,0.0026,0.13600177,0.2242,3.887901743,0,0.9397,52.71520685,0.003915011,0,0.786203285,7736.6395,0.0466,31.8088,2.599086057,26.11803283,75.6758,17.5317,33.58321446,33.05882381,448.7411056,146.6533052,0.845246153,标准无保留意见,100,地方政府,0,0,17.545,555326.38,无锡市,10,68.155275,245.5,2134.7883,3350,36.255,10.852392
5299.HK,舟山群岛新区蓬莱国有资产投资集团有限公司,0,2022/6/15,0,地方国有企业,0,综合支持服务,1402.310017,4.7834,13.2623,1.3208,1.0408,-56.72494593,0,29.58550908,-159.3348,91.38,-47.86,-363.7090473,54.5472,45.83810093,80.9375,29.598,5.0132,1.418,0.527338555,-21.17409295,-5.237515918,0.0246,-0.062585314,-0.0829,-10.61649713,4.64,0.5927,70.19073251,0.038690016,3.595339131,0.828850242,5022.8921,0.0762,1.2061,16.29503452,0,-135.1017,31.7352,0.452006152,17.6544492,-126.9580743,0.446887523,0,标准无保留意见,90,地方政府,0,0,16.578,44200,舟山市,1,107.2319413,1375.554403,4510.1594,3043.527188,31.66383056,17.9395314
185863.SH,东海证券股份有限公司,0,2022/6/14,0,地方国有企业,0,投资银行业与经纪业,1428.138757,0,17.7813,2.4091,0,102.9820095,0,0,37.2624,0,254.06,1581.128749,79.7784,0,0,0,1.93,1.93,0,0,0,0,0.249778566,0,8.531221374,0,0,17.58216128,0,0,33.3529591,0,0,0,0,7.274173884,-55.64,-37.0679,19.03166872,26.08034007,190.6069722,48.95128628,0,标准无保留意见,26.67840004,地方国有企业,0,0,84.8,0,常州市,18.55555556,145.2597106,0,0,7392.222138,28.85883533,0
194651.SH,泰兴市虹桥园工业开发有限公司,0,2022/6/14,1,地方国有企业,0,建筑与工程,1593.629332,6.7648,12.0678,2.423,0.9451,100.2223725,1.0128,14.60594685,36.2646,127.78,-10.59,-87.72824834,64.2253,44.35941368,97.8402,55.5918,2.7403,1.6176,0.315194302,-2.663642586,-11.26189256,0.0148,-0.016502075,-0.0226,-2.279814319,24.2883,0.459,44.40820088,0.022766741,25.20442086,0.435311751,2518.8743,0.1626,1.1809,10.65239991,175.2755932,-5.1699,-6.3723,23.30115682,-0.754959803,-952.3141485,22.85896436,1.277784172,标准无保留意见,100,地方国资委,0,0,6.24,563900,泰兴市,35,102.2389003,521.7626801,4339.6299,1631.199794,43.90023547,37.3129766
194663.SH,上海松江国有资产投资经营管理集团有限公司,0,2022/6/14,0,地方国有企业,0,综合类行业,7132.658742,9.9916,9.5435,1.431,1.2112,82.69645748,1.0595,0,-114.3518,112.69,51.74,607.5867046,51.199,34.67189059,59.746,52.0156,2.2434,1.0786,0.752629745,138.2515284,9.749348514,0,0.30465227,0,0.650476892,7.7676,0.7419,42.55032821,0,0,5.422847153,1773.3915,0.2083,7.9796,4.58742097,58.65661001,14.368,24.1246,1.068132665,14.32550553,477.9420464,43.21524782,1.161504575,标准无保留意见,100,地方国资委,0,0,74.329605,95500,上海市,10.1,121.1328511,1080.02,3343.967039,5828.919464,49.88387373,15.89274036
194614.SH,永康市国有资本投资控股集团有限公司,0,2022/6/14,0,地方国有企业,0,综合类行业,1479.593467,15.0173,10.0011,1.2019,0.9985,89.41916833,0.566,44.91846512,-274.5326,128.8,133.08,1350.16564,63.4177,48.41966379,58.9379,47.4619,1.9581,0.9061,0.515300303,37.05992994,5.041337149,0.0273,0.167643586,0.339,3.502537546,2.0695,1.1553,50.99399946,0.056584151,4.065588751,1.117407097,3202.6302,0.1139,8.579,1.406379213,37.06730135,63.8244,77.6072,27.53063052,32.26671198,176.2437941,102.473579,0.795492872,标准无保留意见,97.2542038,地方国资委,0,0,28.4759,186160,永康市,16,117.4552705,4317.430207,3031.22,3391.610421,96.6318,9.757538111
194664.SH,杭州余杭绿色产业发展集团有限公司,0,2022/6/14,1,地方国有企业,0,综合类行业,241.1208,25.4169,17.3571,0.43,0.4569,90.81893522,0.4058,0,-31.5069,99.92,-94.04,-824.2668227,30.1214,13.34368404,88.2165,64.63,4.5315,1.0036,0.427259116,-566.3300042,-890.2987829,0,-0.279684531,-2.2587,-14.71994152,0,0.155,34.28178075,0,0,17.74151913,12210.7282,0.0296,7.4126,3.437823547,50.47525544,-69.8907,-3.5645,-14.17797135,57.20992822,2597.12113,99.01976688,2.320752561,0,0,0,0,0,0,0,杭州市,2,8.107674,9.0069,770,0,8.13,0.310332
2280236.IB,睢宁县新城投资开发有限公司,0,2022/6/14,1,地方国有企业,0,综合类行业,528.5140157,13.5717,32.6126,1.9525,1.2979,99.38324487,1.3816,38.43080947,16.3673,66.72,-276.23,-848.8759392,42.8451,22.16445715,79.2905,62.019,2.984,1.4916,0.171891502,-104.2934276,0,0.0287,-0.485791459,-0.6467,-31.06283268,0,0.3087,34.93441916,0.067585496,0,0.53406236,5491.7699,0.0789,0.3875,1.381495721,175.6214209,-3.1999,18.6551,15.48156779,83.12936335,197.1356582,47.62796023,1.547623292,标准无保留意见,100,地方政府,0,0,5.585,219373,徐州市,10,30.05263357,255.3827681,555.97,1394.68175,23.145,7.992288386
102281235.IB,甘肃金融控股集团有限公司,0,2022/6/14,0,地方国有企业,0,其他多元金融服务,6.07239291,83.6771,7621.7496,2.9082,2.3465,99.89096692,1.4617,36.81505743,99.891,0,-9901.3,-136.8308695,45.1198,35.03948262,33.6365,41.9903,1.7754,1.7754,1.752971176,-14.70748698,0,0.0537,-0.046121691,-0.203,-4.617411593,144.7171,1.7817,52.64286082,0.057684857,152.5742472,2.464477331,2919.708,0,0.1233,0,0.060036237,-0.1707,-42.5082,-0.724957711,9.337313085,-139.0269704,-2.447539703,1.022912528,标准无保留意见,46.58000183,地方国资委,0,0,109.89,0,兰州市,105.6168883,130.3607368,4088.025104,4956.254547,2412.826133,80.2221697,0
102281231.IB,北京市华远集团有限公司,0,2022/6/14,1,地方国有企业,0,房地产开发,13954.57914,17.928,-7.2079,-4.7515,-0.5724,115.4219497,-0.975,-1.811333807,0,121.55,53.01,-1983.224023,78.6618,70.9214221,78.4399,65.6109,1.5198,0.3716,0.243405653,96.9154384,26.62679425,-0.0047,0.3138525,0.492,14.95474315,-1.6928,1.0083,33.06620992,-0.010739591,-1.047693912,1.117975655,1343.3598,0.2687,100.6786,3.433762122,177.3587765,-217.055,74.9939,-5.332218319,-10.0909967,30.84466067,7.866232655,0.722127204,标准无保留意见,100,地方国资委,0,0,21.974379,661500,北京市,13.61754979,235.7154734,72.3,9099.033728,6701.362639,100.3809938,75.6114744
102281237.IB,广东省旅游控股集团有限公司,0,2022/6/14,0,地方国有企业,0,酒店、度假村与豪华游轮,2528.086705,54.0561,2.3853,1.4638,1.6186,78.45147137,0.795,17.03463427,-136.3432,97.54,3.4,147.3865094,48.5564,33.53339795,24.7073,56.1549,0.9061,0.6003,0.428224589,12.38536994,0.891385109,0.0822,0.048022476,0.1616,-0.67459801,2.2034,0,18.71445387,0.240493364,5.70471598,1.812543892,330.0814,1.217,10.5042,3.935043136,198.9421258,399.2848,12.408,11.6828094,-7.224684639,-138.1760875,-6.020918866,0.856745231,标准无保留意见,90,地方国资委,0,0,95.194569,500,广州市,14,17.90695252,0,943.56595,0,3.486281646,6.943161191
012282090.IB,中国中车集团有限公司,0,2022/6/14,0,中央国有企业,0,建筑机械与重型卡车,238429.1543,21.0081,5.4624,7.1159,3.5737,92.92619865,2.2509,10.30391898,50.9848,98.04,7.05,293.3077571,60.2614,41.15893274,63.8957,79.7165,1.3301,1.0066,0.416176636,33.02795799,8.494762827,0.0852,0.26007858,1.6136,0.455339563,16.1808,0.7708,12.86217647,0.379951177,24.31374372,1.065243237,294.6091,1.9996,3.1421,1.601627273,605.649706,-4.5077,-0.642,7.823757814,9.428796198,340.7293026,51.48468349,1.332812709,标准无保留意见,100,国资委,0,0,755.2,238800,北京市,248.6109,646.5974679,20132.79433,21339.71594,15374.75099,1177.83636,55.10654157
032280536.IB,青岛海创开发建设投资有限公司,0,2022/6/14,0,地方国有企业,0,综合类行业,1015.188093,13.0056,5.8621,0.6263,0.2184,84.5249425,0.242,9.638961678,47.6389,59.93,-185.89,-2348.66904,67.5317,48.48773027,71.5484,55.3025,1.9158,0.7169,0.213343761,-15.39011457,-51.00328587,0.0036,-0.093586889,-0.1112,-7.798306782,0,0.8826,44.66419719,0.004852637,0,0.260794668,7442.9571,0.0504,1.1996,1.559079887,69.0987622,-4.4849,21.9232,0.640678191,14.83485692,160.3882783,10.25062946,0.805133533,标准无保留意见,76.47000122,地方政府,0,0,24.71,4440.96,青岛市,4.25,201.6503335,1026.355613,747.9,7170.024855,94.80955613,112.2075288
102281251.IB,泰安市泰山投资有限公司,0,2022/6/14,0,地方国有企业,0,综合性石油天然气,8226.151012,14.0277,3.4448,0.8703,0.8154,84.69186704,0.4886,11.51897678,-33.4814,83.24,42.19,1269.52268,67.8977,57.8428913,68.8757,40.1565,2.5261,1.1822,0.272609487,39.12589202,1.786835596,0.0132,0.157967349,0.2461,1.841946854,0.7668,0.9765,54.75565505,0.043125517,2.505793238,0.886971737,1974.9881,0.1856,10.1888,7.622503935,154.3749807,-41.8364,3.6264,0.948914454,-3.373467872,156.736835,34.86108715,0.935407827,标准无保留意见,100,地方政府,0,0,50.55,79023,泰安市,5,219.7233762,4465.272591,4887.052962,8967.0375,84.6735752,36.40865546
012282085.IB,河北建投交通投资有限责任公司,0,2022/6/14,0,地方国有企业,0,铁路运输,3876.750267,43.6635,10.8139,1.1927,1.9796,100.4110825,0.5075,47.00022086,99.9955,110.89,56.11,560.2253801,46.2971,47.2853098,9.6424,16.7075,1.2466,1.2421,0.494935735,44.58816247,1.783094981,0.0498,0.063909795,0.0674,-3.65615719,1.3976,20.2178,83.08878744,0.053535871,1.677272623,0.365826078,8.3023,86.1223,87.3326,2.503357665,199.504585,16.7977,0.7591,9.329316571,4.615980646,-130.501021,-15.08928236,0.927767631,标准无保留意见,47.56999969,地方国资委,0,0,104.43,370292.63,石家庄市,251.684044,340.3477277,1726,23556.44803,5600,86.392375,31.52324738
5304.HK,新疆交通建设投资控股有限公司,0,2022/6/14,0,地方国有企业,0,综合支持服务,10650.44691,12.5459,2.5643,2.9919,1.8978,99.28360385,0,7.030920292,98.9778,99.96,8.07,325.8704664,67.9668,41.95188288,40.514,73.8778,0.8069,0.6941,0.278152351,13.74477559,1.900168004,0.0303,0.087797525,0.1754,-2.098611259,2.3219,0,24.85395683,0.07653927,2.739141745,0.782057464,266.9464,1.8982,4.6576,2.715448165,0,45.6789,64.4955,0.254695429,27.28269379,-13.83443846,31.2221665,0,标准无保留意见,90,地方国资委,0,0,114.503368,10000,乌鲁木齐市,77.75644236,97.83532461,850.8816978,4664.693321,1182.689385,57.97193849,27.72062121
113059.SH,福莱特玻璃集团股份有限公司,0,2022/6/13,0,民营企业,1,建材,8713.228066,35.4959,24.3299,22.2623,15.0433,100.0631096,13.283,34.17651036,96.1797,75.03,6.65,27.34674122,41.193,15.14741105,44.3078,74.5153,1.4435,1.0742,0.646029622,18.07259246,6.423416525,0.36,0.139713067,0.4436,-36.05611317,45.9623,0.7712,23.78591033,0.71766028,56.25216011,0.886182351,139.7834,4.0789,6.987,3.121093049,536.5449099,27.7116,39.1797,63.24242148,64.43357368,43.23988173,78.78844297,10.46888704,标准无保留意见,20.95999908,个人,0,0,33,0,嘉兴市,21.46893587,41.49424702,1860.6965,1967.748428,0,35.4179887,3.101000705
149922.SZ,金融街控股股份有限公司,0,2022/6/13,0,地方国有企业,1,房地产开发,24155.31363,21.4471,6.5459,4.4692,2.3991,99.07140428,1.3373,17.45849317,28.6293,102.12,16.12,236.9733916,74.15,65.77714161,69.4933,41.6044,2.2526,0.5953,0.351220119,30.15143839,0.919457018,0.0345,0.048512686,0.0624,6.521699771,1.1526,1.1205,55.21121745,0.052552033,3.224568602,1.382796285,1585.4665,0.2283,41.8895,2.218546126,132.7812697,-20.3446,33.2974,2.002097495,-5.578042322,-113.177161,-5.118393177,0.998585078,标准无保留意见,31.13999939,地方国资委,0,0,281,1019700,北京市,29.88929907,802.472048,20,36686.9762,30772.68867,234.558741,126.9966884
194589.SH,赣州市国有资产投资集团有限公司,0,2022/6/13,0,地方国有企业,0,建筑与工程,1793.170202,17.8943,13.5186,1.3322,1.3166,102.5794586,0.6804,29.39476449,53.8042,95.94,-87.12,-866.2456322,42.3062,27.13303042,52.4368,62.1898,1.993,0.6065,0.256495102,-113.3259178,-13.47735498,0.0352,-0.256691934,-0.4225,-14.13723428,6.3969,0.6123,36.11903782,0.086609022,7.849459427,1.732701993,2984.1539,0.126,2.8344,6.738415117,96.69024955,8.2017,43.7201,28.09089531,17.9555673,673.8935133,25.07796938,1.267033033,标准无保留意见,90,地方国资委,0,0,13.1745,640249.92,赣州市,10,60.85949744,271.5,3264.899729,1459.202674,24.99318366,10.8718758
